Brand,Name,Year,Model,Transmission,Kms,Owner,Fuel Type,Registration,EMI,Price,State
Maruti,Maruti S PRESSO,2020,VXI PLUS,Manual,75220,1,Petrol,TS-08,9050,462899,Telangana
Hyundai,Hyundai Creta,2017,1.6 SX PLUS PETROL,Manual,94538,2,Petrol,TS-08,19344,1030099,Telangana
Honda,Honda City,2017,V MT PETROL,Manual,73848,1,Petrol,TS-09,15447,790099,Telangana
Maruti,Maruti S PRESSO,2019,VXI PLUS,Manual,31704,1,Petrol,TS-08,9044,462599,Telangana
Hyundai,Hyundai Elite i20,2019,1.2  ASTA (O) CVT,Automatic,60066,1,Petrol,TS-08,15560,828599,Telangana
Hyundai,Hyundai NEW SANTRO,2019,SPORTZ 1.1,Manual,50555,2,Petrol,TS-08,10442,534099,Telangana
Hyundai,Hyundai VENUE,2021,SX(O) CRDi,Manual,31351,1,Diesel,TS-07,21427,1140999,Telangana
Honda,Honda City,2019,ZX CVT,Automatic,96918,1,Petrol,AP-39,20726,1103699,Andhra Pradesh
Maruti,Maruti Wagon R 1.0,2013,LXI,Manual,53633,2,Petrol,TS-07,6694,342399,Telangana
Hyundai,Hyundai Verna,2021,SX(O) PETROL AT,Automatic,8070,1,Petrol,TS-10,30159,1605999,Telangana
Hyundai,Hyundai Grand i10,2017,SPORTZ (O) 1.2 AT VTVT,Automatic,52665,1,Petrol,AP-16,11441,585199,Andhra Pradesh
Hyundai,Hyundai NEW SANTRO,2020,SPORTZ 1.1,Manual,45158,1,Petrol,TS-10,10610,542699,Telangana
Ford,Ford Ecosport,2018,1.5TITANIUM TDCI,Manual,70310,1,Diesel,TS-09,16227,864099,Telangana
Skoda,Skoda Octavia,2019,2.0 L&K AT TDI,Automatic,58687,1,Diesel,TS-07,36506,1943999,Telangana
Hyundai,Hyundai Creta,2018,1.6 SX PLUS DIESEL,Manual,50591,1,Diesel,TS-07,23400,1246099,Telangana
Hyundai,Hyundai Creta,2020,SX PETROL MT,Manual,27139,2,Petrol,TS-07,27470,1462799,Telangana
Maruti,Maruti IGNIS,2017,DELTA 1.2 K12,Manual,86513,1,Petrol,TS-02,8807,450499,Telangana
Maruti,Maruti S PRESSO,2020,VXI,Manual,32478,1,Petrol,TS-15,9171,469099,Telangana
Hyundai,Hyundai VENUE,2020,1.0 turbo GDI IMT SX O,Manual,22613,1,Petrol,TS-06,20542,1093899,Telangana
Jeep,Jeep Compass,2018,2.0 LIMITED,Manual,58758,1,Diesel,TS-09,27703,1475199,Telangana
Hyundai,Hyundai Grand i10,2017,SPORTZ 1.2 KAPPA VTVT,Manual,35754,1,Petrol,TS-10,10737,549199,Telangana
Maruti,Maruti Alto 800,2018,LXI,Manual,32203,1,Petrol,TS-13,6387,326699,Telangana
Honda,Honda City,2018,ZX CVT ANNIVERSARY EDITION,Automatic,15569,1,Petrol,TS-09,21570,1148599,Telangana
Hyundai,Hyundai Verna,2018,1.6 CRDI SX + AT,Automatic,56134,2,Diesel,TS-07,20811,1108199,Telangana
Maruti,Maruti IGNIS,2018,ALPHA 1.2 K12 DUAL TONE,Manual,14279,3,Petrol,TS-07,12049,616299,Telangana
Hyundai,Hyundai Verna,2018,1.6 CRDI SX + AT,Automatic,90401,1,Diesel,TS-10,17442,928799,Telangana
Maruti,Maruti Ciaz,2017,ALPHA 1.4 VVT AMT,Automatic,54211,2,Petrol,TS-09,15112,772999,Telangana
Maruti,Maruti Ciaz,2019,ZETA 1.5 SHVS VVT MT,Manual,30901,2,Petrol,TS-07,15628,832199,Telangana
Hyundai,Hyundai Verna,2018,1.6 CRDI SX + AT,Automatic,58776,1,Diesel,TS-12,20760,1105499,Telangana
Maruti,Maruti Alto,2021,VXI,Manual,11574,1,Petrol,TS-15,7879,402999,Telangana
Maruti,Maruti Alto 800,2018,LXI,Manual,44810,2,Petrol,TS-08,6270,320699,Telangana
Maruti,Maruti Vitara Brezza,2018,ZDI+ DUAL TONE AMT,Automatic,60208,2,Diesel,TS-09,17909,953699,Telangana
Maruti,Maruti Alto 800,2018,LXI OPT,Manual,39492,1,Petrol,TS-12,6493,332099,Telangana
Jeep,Jeep Compass,2019,LIMITED (O) 2.0,Manual,50070,1,Diesel,AP-39,28482,1516699,Andhra Pradesh
Maruti,Maruti Alto K10,2018,VXI,Manual,33642,1,Petrol,TS-13,7511,384199,Telangana
Maruti,Maruti Vitara Brezza,2018,VDI AMT,Automatic,97271,1,Diesel,TS-11,15389,819499,Telangana
Maruti,Maruti S PRESSO,2021,LXI (O) CNG,Manual,29604,1,Petrol + CNG,TS-10,9961,509499,Telangana
Maruti,Maruti Alto 800,2019,LXI,Manual,67446,2,Petrol,TS-15,6442,329499,Telangana
Maruti,Maruti Alto K10,2018,VXI,Manual,91993,1,Petrol,TS-07,7857,401899,Telangana
Maruti,Maruti Wagon R 1.0,2014,VXI,Manual,56693,2,Petrol,AP-09,7488,382999,Andhra Pradesh
Maruti,Maruti IGNIS,2017,DELTA 1.2 K12,Manual,60126,2,Petrol,TS-08,8872,453799,Telangana
Honda,Honda Jazz,2019,VX EXCLUSIVE CVT,Automatic,12751,1,Petrol,TS-07,16830,896199,Telangana
Honda,Honda WR-V,2019,1.2 i-VTEC VX MT,Manual,27043,2,Petrol,TS-36,16058,855099,Telangana
Maruti,Maruti Ciaz,2019,ALPHA 1.5 AT SHVS,Automatic,67388,1,Petrol,TS-08,16800,894599,Telangana
Maruti,Maruti Alto,2021,VXI,Manual,13565,1,Petrol,TS-08,7812,399599,Telangana
Maruti,Maruti Alto K10,2018,VXI,Manual,31007,3,Petrol,TS-08,7619,389699,Telangana
Datsun,Datsun Redi Go,2021,1.0 T(O),Manual,33063,2,Petrol,TS-29,7359,376399,Telangana
Maruti,Maruti XL6,2021,ALPHA AT SHVS,Automatic,17341,1,Petrol,TS-10,23139,1232199,Telangana
Maruti,Maruti S PRESSO,2021,VXI PLUS,Manual,25758,1,Petrol,TS-09,9443,482999,Telangana
Nissan,Nissan Micra Active,2017,XV S,Manual,69962,1,Petrol,TS-07,8614,440599,Telangana
Ford,Ford Ecosport,2018,1.5 TDCI TITANIUM PLUS,Manual,72270,1,Diesel,TS-07,18259,972299,Telangana
Hyundai,Hyundai Creta,2019,1.6 VTVT SX AUTO,Automatic,83734,1,Petrol,TS-08,23192,1234999,Telangana
Hyundai,Hyundai Verna,2017,1.6 CRDI SX + AT,Automatic,93464,1,Diesel,TS-07,16565,882099,Telangana
Maruti,Maruti Alto,2021,VXI,Manual,8926,1,Petrol,TS-08,7892,403699,Telangana
Maruti,Maruti IGNIS,2017,ZETA 1.2 K12 DUAL TONE,Manual,57469,1,Petrol,TS-08,10250,524299,Telangana
Maruti,Maruti S Cross,2017,ZETA 1.3,Manual,59371,1,Diesel,TS-07,15160,807299,Telangana
Hyundai,Hyundai i20 Active,2019,1.2 SX,Manual,21806,1,Petrol,TS-08,15461,823299,Telangana
Datsun,Datsun Redi Go,2021,T (O),Manual,29164,1,Petrol,TS-08,7351,375999,Telangana
Honda,Honda WR-V,2021,1.2 i-VTEC VX MT,Manual,27310,1,Petrol,TS-03,19151,1019799,Telangana
Honda,Honda City,2020,ZX MT PETROL,Manual,41130,1,Petrol,TS-08,23023,1225999,Telangana
Maruti,Maruti Alto K10,2016,VXI AMT,Automatic,58531,2,Petrol,TS-09,7212,368899,Telangana
Toyota,Toyota YARIS,2018,J MT,Manual,11345,1,Petrol,TS-07,15173,807999,Telangana
Honda,Honda WR-V,2019,1.2 i-VTEC VX MT,Manual,30918,1,Petrol,TS-08,15979,850899,Telangana
Maruti,Maruti Alto,2021,VXI,Manual,13331,1,Petrol,TS-07,7885,403299,Telangana
Hyundai,Hyundai Elite i20,2018,ASTA 1.2 (O),Manual,41294,1,Petrol,TS-07,14461,739699,Telangana
Maruti,Maruti XL6,2022,ALPHA AT SHVS,Automatic,3525,1,Petrol,TS-08,26617,1417399,Telangana
Ford,Ford Ecosport,2018,1.5 TDCI TITANIUM PLUS,Manual,67076,1,Diesel,TS-08,18208,969599,Telangana
Hyundai,Hyundai Elite i20,2018,ASTA 1.2 (O),Manual,71532,1,Petrol,TS-22,14461,739699,Telangana
Maruti,Maruti Ciaz,2018,ALPHA 1.4 VVT AMT,Automatic,74856,2,Petrol,TS-07,15632,799599,Telangana
Maruti,Maruti S Cross,2021,ALPHA 1.5 SMART HYBRID,Manual,11645,1,Petrol,TS-12,21263,1132299,Telangana
Maruti,Maruti S Cross,2019,ALPHA SHVS,Manual,48876,1,Diesel,TS-11,18488,984499,Telangana
Maruti,Maruti S Cross,2019,DELTA SHVS,Manual,64748,2,Diesel,TS-08,18043,960799,Telangana
Maruti,Maruti Baleno,2020,ZETA 1.2 K12 CVT,Automatic,26471,2,Petrol,TS-11,16180,861599,Telangana
Maruti,Maruti S Cross,2021,ALPHA 1.5 SMART HYBRID,Manual,26706,1,Petrol,TS-07,21640,1152349,Telangana
Nissan,Nissan Micra Active,2017,XV S,Manual,82635,2,Petrol,TS-07,8182,418499,Telangana
Hyundai,Hyundai VENUE,2020,1.0 Turbo GDI DCT SX+DT,Automatic,23816,1,Petrol,TS-08,22031,1173199,Telangana
Toyota,Toyota YARIS,2018,J MT,Manual,37668,2,Petrol,TS-09,15384,819199,Telangana
Maruti,Maruti Baleno,2018,ALPHA 1.2 K12,Manual,45918,1,Petrol,TS-15,14164,724499,Telangana
Maruti,Maruti Alto,2019,VXI,Manual,29251,2,Petrol,TS-07,6985,357299,Telangana
Maruti,Maruti S Cross,2020,ALPHA 1.5 SMART HYBRID,Manual,47685,1,Petrol,TS-08,21318,1135199,Telangana
Toyota,Toyota YARIS,2020,V CVT,Automatic,38950,1,Petrol,TS-08,20745,1104699,Telangana
Renault,Renault Captur,2019,PLATINE DUAL TONE,Manual,47446,1,Diesel,TS-07,22640,1205599,Telangana
Renault,Renault Kwid,2021,1.0 CLIMBER OPT,Manual,16271,1,Petrol,TS-04,10389,531399,Telangana
Maruti,Maruti Alto 800,2013,LXI,Manual,60758,2,Petrol,AP-28,5323,272299,Andhra Pradesh
Maruti,Maruti OMNI E,2018,STD,Manual,25673,2,Petrol,TS-08,5486,280599,Telangana
Maruti,Maruti Dzire,2017,ZDI Plus AMT,Automatic,78258,2,Diesel,TS-09,14776,755799,Telangana
Renault,Renault Kwid,2018,1.0 RXT 02 Anniversary Edition,Manual,50601,1,Petrol,TS-09,7081,362199,Telangana
Maruti,Maruti Celerio,2022,ZXI+,Manual,3781,2,Petrol,TS-02,14062,719299,Telangana
Tata,Tata Safari,2022,XT+2.0 KRYOTEC,Manual,15585,1,Diesel,TS-08,34548,1839699,Telangana
Datsun,Datsun Go,2015,T,Manual,54056,2,Petrol,TS-09,6104,312199,Telangana
Hyundai,Hyundai Elite i20,2014,SPORTZ 1.4,Manual,57780,1,Diesel,AP-31,10426,533299,Andhra Pradesh
Maruti,Maruti Celerio,2016,VXI AMT,Automatic,69315,2,Petrol,TS-07,8367,427999,Telangana
Maruti,Maruti Ertiga,2017,ZDI PLUS SHVS,Manual,66854,1,Diesel,TS-36,17605,937499,Telangana
Maruti,Maruti Swift,2017,VXI,Manual,24910,1,Petrol,TS-12,11325,579299,Telangana
Hyundai,Hyundai Grand i10,2015,SPORTZ 1.2 KAPPA VTVT,Manual,15346,1,Petrol,TS-12,9767,499599,Telangana
Hyundai,Hyundai i20,2014,SPORTZ 1.4 CRDI,Manual,91401,1,Diesel,TS-08,9910,506899,Telangana
Hyundai,Hyundai NEW SANTRO,2020,1.1 ERA EXICUTIVE,Manual,14544,1,Petrol,TS-17,9898,506299,Telangana
Maruti,Maruti Celerio,2019,VXI AMT,Automatic,81455,2,Petrol,TS-07,9707,496499,Telangana
Hyundai,Hyundai Elite i20,2015,SPORTZ 1.2,Manual,78650,1,Petrol,TS-07,10745,549599,Telangana
Maruti,Maruti Celerio X,2019,Zxi,Manual,54106,1,Petrol,TS-07,9716,496999,Telangana
Honda,Honda City,2017,V MT PETROL,Manual,64160,1,Petrol,TS-10,13574,694299,Telangana
Hyundai,Hyundai Creta,2016,1.6 CRDI SX PLUS AUTO,Automatic,68895,2,Diesel,TS-07,20946,1115399,Telangana
Hyundai,Hyundai Grand i10,2014,ASTA 1.2 VTVT,Manual,55888,2,Petrol,TS-07,8872,453799,Telangana
Maruti,Maruti Alto K10,2014,VXI,Manual,35465,2,Petrol,TS-10,5785,295899,Telangana
Honda,Honda City,2014,SV MT PETROL,Manual,70896,2,Petrol,TS-08,11378,581999,Telangana
Hyundai,Hyundai Grand i10,2013,ASTA 1.2 VTVT,Manual,59512,2,Petrol,AP-10,8884,454399,Andhra Pradesh
Mahindra,Mahindra Bolero,2019,POWER+ SLE,Manual,94929,1,Diesel,TS-08,15046,769599,Telangana
Hyundai,Hyundai Eon,2014,MAGNA PLUS,Manual,66735,2,Petrol,TS-09,6037,308799,Telangana
Skoda,Skoda Rapid,2017,STYLE 1.6 MPI MT,Manual,91558,2,Petrol,TS-09,13458,688399,Telangana
Maruti,Maruti Wagon R 1.0,2015,VXI,Manual,77898,2,Petrol,TS-15,7339,375399,Telangana
Maruti,Maruti Vitara Brezza,2020,ZXI+ DUAL TONE,Manual,27206,1,Petrol,TS-08,17688,941899,Telangana
Renault,Renault TRIBER,2021,1.0 RXZ,Manual,31491,1,Petrol,TS-08,14281,730499,Telangana
Hyundai,Hyundai Elite i20,2017,SPORTZ 1.2,Manual,25909,1,Petrol,TS-13,12643,646699,Telangana
Volkswagen,Volkswagen Vento,2020,Highline 1.0 TSI MT,Manual,39734,1,Petrol,TS-07,18653,993299,Telangana
Hyundai,Hyundai Grand i10,2017,SPORTZ 1.2 KAPPA VTVT,Manual,41018,1,Petrol,TS-09,10487,536399,Telangana
Mahindra,Mahindra Thar,2019,CRDI 4x4 6str AC,Manual,44600,1,Diesel,TS-07,16321,869099,Telangana
Maruti,Maruti Vitara Brezza,2020,ZXI+ AT SHVS,Automatic,20342,1,Petrol,TS-07,21680,1154499,Telangana
Maruti,Maruti Alto K10,2018,VXI (O) AMT,Automatic,54230,1,Petrol,TS-07,7347,375799,Telangana
Ford,Ford Endeavour,2020,2.0 TITANIUM PLUS 4X2 AT,Automatic,94736,1,Diesel,TS-08,60900,3242999,Telangana
KIA,KIA SELTOS,2020,1.5 GTX+ AT,Automatic,76761,2,Diesel,TS-11,33964,1808599,Telangana
Maruti,Maruti Dzire,2020,ZXI Plus,Manual,13827,1,Petrol,TS-08,16503,878799,Telangana
Maruti,Maruti IGNIS,2017,ZETA 1.2 K12,Manual,35424,1,Petrol,TS-07,10253,524449,Telangana
Ford,Ford FREESTYLE,2019,TITANIUM 1.2 TI-VCT MT,Manual,58877,1,Petrol,TS-10,13015,665699,Telangana
Ford,Ford Ecosport,2021,1.5 TITANIUM PLUS TI VCT AT,Automatic,22079,1,Petrol,TS-08,22995,1224499,Telangana
Tata,Tata NEXON,2019,XZA+ 1.5,Automatic,59047,1,Diesel,TS-08,17140,912699,Telangana
Maruti,Maruti S Cross,2019,ALPHA SHVS,Manual,58513,1,Diesel,TS-05,18485,984349,Telangana
Hyundai,Hyundai Xcent,2019,SX 1.2 OPT,Manual,10918,1,Petrol,TS-07,13918,711899,Telangana
Maruti,Maruti S Cross,2021,ALPHA 1.5 SMART HYBRID,Manual,40623,1,Petrol,TS-02,21827,1162299,Telangana
Maruti,Maruti Ertiga,2021,VXI SMART HYBRID,Manual,19442,1,Petrol,TS-08,17714,943299,Telangana
Maruti,Maruti Swift,2011,VXI,Manual,81985,1,Petrol,AP-28,7386,377799,Andhra Pradesh
Maruti,Maruti Alto,2012,LXI,Manual,29367,1,Petrol,AP-09,4207,215199,Andhra Pradesh
Maruti,Maruti Swift,2016,VXI,Manual,39704,1,Petrol,TS-07,9322,476799,Telangana
Tata,Tata Tiago,2018,XE 1.2 REVOTRON,Manual,94860,1,Petrol,TS-08,7736,395699,Telangana
Maruti,Maruti Swift Dzire,2012,VDI,Manual,100111,1,Diesel,AP-28,8899,455199,Andhra Pradesh
Maruti,Maruti Swift Dzire,2012,ZXI 1.2 BS IV,Manual,57122,1,Petrol,AP-28,9595,490799,Andhra Pradesh
Volkswagen,Volkswagen Polo,2019,Trendline 1.0 L Petrol,Manual,59938,1,Petrol,TS-13,10932,559199,Telangana
Hyundai,Hyundai Accent,2011,EXECUTIVE,Manual,70058,1,Petrol,AP-09,4534,231899,Andhra Pradesh
Maruti,Maruti Ertiga,2015,ZXI,Manual,77326,1,Petrol,TS-07,13439,687399,Telangana
Renault,Renault Kwid,2017,1.0 RXT,Manual,66528,1,Petrol,TS-08,6528,333899,Telangana
Maruti,Maruti Swift Dzire,2012,VDI,Manual,79595,1,Diesel,TS-07,8792,449699,Telangana
Maruti,Maruti Swift Dzire,2015,ZDI,Manual,89496,1,Diesel,TS-10,12350,631699,Telangana
Renault,Renault Kwid,2017,RXT,Manual,80253,2,Petrol,TS-30,5992,306499,Telangana
Maruti,Maruti Swift Dzire,2015,VXI,Manual,94590,1,Petrol,TS-07,9202,470699,Telangana
Datsun,Datsun Go Plus,2017,T,Manual,75914,1,Petrol,TS-07,6147,314399,Telangana
Renault,Renault Kwid,2018,CLIMBER 1.0,Manual,42192,1,Petrol,AP-21,7712,394449,Andhra Pradesh
Maruti,Maruti Swift Dzire,2015,ZXI 1.2 BS IV,Manual,62871,2,Petrol,TS-07,10512,537699,Telangana
Maruti,Maruti Swift Dzire,2017,VDI OPT,Manual,89798,1,Diesel,TS-09,13159,673099,Telangana
Maruti,Maruti Swift Dzire,2014,VXI,Manual,72944,1,Petrol,AP-07,9617,491899,Andhra Pradesh
Maruti,Maruti Swift Dzire,2016,VXI OPT,Manual,43345,2,Petrol,TS-08,11958,611649,Telangana
Maruti,Maruti Swift,2017,VDI OPT,Manual,46413,1,Diesel,TS-08,11973,612399,Telangana
Maruti,Maruti Eeco,2019,5 STR WITH AC PLUSHTR,Manual,12281,1,Petrol,TS-11,9119,466449,Telangana
Hyundai,Hyundai Verna,2012,FLUIDIC 1.6 EX CRDI,Manual,100170,1,Diesel,AP-29,9896,506199,Andhra Pradesh
Maruti,Maruti Alto 800,2018,LXI,Manual,67913,1,Petrol,TS-08,5826,297999,Telangana
Volkswagen,Volkswagen Polo,2013,HIGHLINE1.2L DIESEL,Manual,95248,2,Diesel,AP-28,7681,392899,Andhra Pradesh
Maruti,Maruti Swift,2020,ZXI + AMT,Automatic,63988,1,Petrol,AP-39,14774,755699,Andhra Pradesh
Hyundai,Hyundai Elite i20,2017,Sportz 1.2 VTVT MT,Manual,69816,1,Petrol,TS-10,12201,624099,Telangana
Maruti,Maruti Swift,2018,ZDI AMT,Automatic,43550,1,Diesel,TS-08,14559,744699,Telangana
Mahindra,Mahindra Scorpio,2021,S11,Manual,43956,1,Diesel,AP-39,31261,1664699,Andhra Pradesh
Hyundai,Hyundai Elite i20,2019,ASTA 1.2 (O),Manual,60094,1,Petrol,TS-08,13554,693299,Telangana
Renault,Renault Kwid,2017,RXT 1.0 EASY-R AT OPTION,Automatic,46654,1,Petrol,TS-07,7572,387299,Telangana
Maruti,Maruti Vitara Brezza,2018,ZDI PLUS DUAL TONE,Manual,93412,1,Diesel,AP-26,15621,798999,Andhra Pradesh
Maruti,Maruti Dzire,2019,VXI,Manual,74227,1,Petrol,TS-08,13239,677199,Telangana
Renault,Renault TRIBER,2021,1.0 RXL PETROL,Manual,57558,1,Petrol,TS-17,12463,637499,Telangana
Maruti,Maruti Baleno,2019,DELTA DDIS 190,Manual,75459,2,Diesel,TS-07,12567,642799,Telangana
Hyundai,Hyundai Creta,2018,1.4 S CRDI,Manual,96875,1,Diesel,TS-13,18311,975099,Telangana
Hyundai,Hyundai Verna,2017,FLUIDIC 1.6 SX VTVT,Manual,71531,1,Petrol,TS-08,13709,701199,Telangana
Nissan,Nissan Terrano,2014,XL 110 DIESEL,Manual,96829,2,Diesel,AP-09,10360,529899,Andhra Pradesh
Maruti,Maruti Ciaz,2018,VDI+ SHVS,Manual,97955,1,Diesel,TS-07,13759,703799,Telangana
Mahindra,Mahindra Thar,2022,LX D 4WD AT CONVERTIBLE,Automatic,24520,1,Diesel,TS-07,31053,1653599,Telangana
Maruti,Maruti Dzire,2018,VXI AMT,Automatic,52127,2,Petrol,TS-09,13417,686299,Telangana
Maruti,Maruti Vitara Brezza,2019,ZDI+ DUAL TONE AMT,Automatic,47805,1,Diesel,TS-12,19074,1015699,Telangana
Mahindra,Mahindra XUV 3OO,2019,W8(O),Manual,96730,1,Diesel,AP-39,17247,918399,Andhra Pradesh
Maruti,Maruti Baleno,2016,ZETA 1.2 K12,Manual,42020,1,Petrol,TS-08,12790,654199,Telangana
Skoda,Skoda Rapid,2017,1.6 MPI STYLE AT,Automatic,43390,2,Petrol,TS-07,15701,836099,Telangana
Hyundai,Hyundai VENUE,2019,1.0 TURBO GDI SX+ AT,Automatic,65655,1,Petrol,TS-11,19481,1037399,Telangana
Hyundai,Hyundai Verna,2020,1.6 CRDI SX + AT,Automatic,48829,1,Diesel,TS-15,22405,1193099,Telangana
Maruti,Maruti Dzire,2021,ZXI,Manual,54918,2,Petrol,TS-05,14848,759499,Telangana
Skoda,Skoda Rapid,2018,Style 1.5 TDI AT,Automatic,76159,1,Diesel,AP-16,13906,711299,Andhra Pradesh
Tata,Tata NEXON,2019,XZA+ 1.5 Dual Tone,Automatic,39721,1,Diesel,TS-15,18000,958499,Telangana
Maruti,Maruti Baleno,2021,DELTA 1.2 K12,Manual,63991,1,Petrol,TS-08,13466,688799,Telangana
Maruti,Maruti Vitara Brezza,2019,ZDI AMT,Automatic,97658,1,Diesel,TS-07,16852,897399,Telangana
Ford,Ford FREESTYLE,2019,TITANIUM 1.5 TDCI,Manual,74952,2,Diesel,AP-39,9632,492699,Andhra Pradesh
Hyundai,Hyundai Elite i20,2019,ASTA 1.2,Manual,11200,1,Petrol,TS-07,15513,793499,Telangana
Mahindra,Mahindra XUV 3OO,2020,W8(O),Manual,10249,1,Diesel,TS-08,24525,1305999,Telangana
Hyundai,Hyundai Eon,2016,ERA PLUS,Manual,16660,2,Petrol,HR-29,5040,257799,Hariyana
Maruti,Maruti Swift,2021,LXI,Manual,5234,1,Petrol,DL-8C,11603,593499,Delhi
Maruti,Maruti Wagon R 1.0,2011,LXI,Manual,35454,1,Petrol,DL-9C,4129,211199,Delhi
Maruti,Maruti Wagon R,2010,LXI MINOR,Manual,44461,1,Petrol,DL-9C,3210,164199,Delhi
Hyundai,Hyundai i10,2013,MAGNA 1.1 IRDE2,Manual,27384,1,Petrol,DL-3C,5509,281799,Delhi
Hyundai,Hyundai AURA,2021,S 1.2 Kappa MT,Manual,5150,1,Petrol,HR-50,13069,668499,Hariyana
Maruti,Maruti Alto K10,2012,VXI,Manual,18392,1,Petrol,DL-9C,4807,245899,Delhi
Maruti,Maruti Swift,2021,LXI,Manual,4741,1,Petrol,UP-14,11906,608999,Uttar Pradesh
Maruti,Maruti Alto K10,2014,LXI,Manual,57971,1,Petrol,UP-21,5075,259599,Uttar Pradesh
Maruti,Maruti Swift,2019,LXI,Manual,13950,1,Petrol,DL-3C,10772,550999,Delhi
Honda,Honda City,2019,ZX CVT,Automatic,11647,1,Petrol,DL-3C,22610,1203999,Delhi
Hyundai,Hyundai i10,2011,SPORTZ 1.2 KAPPA2,Manual,56559,2,Petrol,UP-65,4366,223299,Uttar Pradesh
Maruti,Maruti Swift,2021,LXI,Manual,20138,1,Petrol,DL-12,11224,574099,Delhi
Hyundai,Hyundai Grand i10,2018,MAGNA 1.2 KAPPA VTVT,Manual,12574,2,Petrol,UP-14,9847,503699,Uttar Pradesh
Hyundai,Hyundai Xcent,2018,E PLUS,Manual,27675,1,Petrol,HR-29,9544,488199,Hariyana
Maruti,Maruti Alto K10,2014,LXI,Manual,50064,1,Petrol,UP-14,5093,260499,Uttar Pradesh
Honda,Honda City,2011,V AT,Automatic,77665,1,Petrol,DL-4C,7011,358599,Delhi
Honda,Honda Amaze,2016,1.2 SX MT I VTEC,Manual,28906,1,Petrol,DL-2C,11204,573099,Delhi
Honda,Honda City,2010,V MT PETROL,Manual,45661,1,Petrol,HR-26,6317,323099,Hariyana
Honda,Honda Amaze,2019,1.2 V MT I-VTEC,Manual,14394,2,Petrol,HR-26,13028,666399,Hariyana
Maruti,Maruti Wagon R 1.0,2015,VXI,Manual,60452,2,Petrol,DL-7C,5609,286899,Delhi
Hyundai,Hyundai i10,2013,ERA 1.1 IRDE,Manual,68383,1,Petrol,DL-8C,4803,245699,Delhi
Hyundai,Hyundai Xcent,2014,S 1.2 OPT,Manual,64118,1,Petrol,DL-10,7279,372299,Delhi
Hyundai,Hyundai GRAND I10 NIOS,2019,SPORTZ PETROL,Manual,14547,1,Petrol,HR-29,12588,643899,Hariyana
Maruti,Maruti Swift,2017,VXI LIMITED EDITION,Manual,13125,1,Petrol,DL-3C,9689,495599,Delhi
Honda,Honda City,2015,V MT PETROL,Manual,59024,2,Petrol,DL-10,11406,583399,Delhi
Maruti,Maruti Wagon R 1.0,2013,LXI CNG,Manual,29890,1,Petrol + CNG,DL-8C,6348,324699,Delhi
Maruti,Maruti Alto 800,2012,LXI,Manual,86123,1,Petrol,HR-72,4063,207799,Hariyana
Hyundai,Hyundai Creta,2016,1.6 S,Manual,75101,1,Petrol,DL-9C,16135,859199,Delhi
Maruti,Maruti Alto K10,2016,VXI AMT,Automatic,8626,2,Petrol,DL-3C,6878,351799,Delhi
Maruti,Maruti Wagon R 1.0,2014,LXI,Manual,74643,1,Petrol + CNG,DL-12,5963,304999,Delhi
Hyundai,Hyundai GRAND I10 NIOS,2020,SPORTZ PETROL,Manual,16261,1,Petrol,DL-8C,12315,629899,Delhi
Maruti,Maruti Swift,2022,VXI,Manual,7638,1,Petrol,DL-5C,13499,690499,Delhi
Honda,Honda Jazz,2012,1.2 SELECT I VTEC,Manual,59477,1,Petrol,HR-26,6336,324099,Hariyana
Maruti,Maruti Alto,2010,LXI,Manual,55566,1,Petrol,UP-14,3544,181299,Uttar Pradesh
Maruti,Maruti Baleno,2020,DELTA 1.2 K12,Manual,36600,1,Petrol,HR-26,12944,662099,Hariyana
Maruti,Maruti Celerio,2017,VXI,Manual,26031,1,Petrol,HR-26,7734,395599,Hariyana
Maruti,Maruti New  Wagon-R,2019,VXI 1.2L,Manual,15867,1,Petrol,DL-5C,10657,545099,Delhi
Hyundai,Hyundai Grand i10,2016,MAGNA 1.2 KAPPA VTVT,Manual,18971,1,Petrol,DL-1C,8616,440699,Delhi
Renault,Renault Kwid,2020,1.0 RXT Opt,Manual,10720,2,Petrol,HR-26,8485,433999,Hariyana
Maruti,Maruti Vitara Brezza,2018,VDI,Manual,28080,1,Diesel,DL-6C,13507,690899,Delhi
Hyundai,Hyundai AURA,2020,SX+ AT,Automatic,24693,1,Petrol,DL-3C,13840,707899,Delhi
Datsun,Datsun Redi Go,2019,A,Manual,17555,1,Petrol,UP-37,6371,325899,Uttar Pradesh
Hyundai,Hyundai Grand i10,2017,MAGNA 1.2 VTVT,Manual,28246,1,Petrol,DL-10,9110,465999,Delhi
Toyota,Toyota YARIS,2020,G MT,Manual,72495,1,Petrol,HR-36,17596,936999,Hariyana
Maruti,Maruti Alto 800,2016,LXI,Manual,61377,1,Petrol,DL-2C,5720,292599,Delhi
Hyundai,Hyundai Creta,2018,1.6 E + VTVT,Manual,35173,1,Petrol,DL-12,17342,923499,Delhi
Tata,Tata Tiago,2021,XZ 1.2 REVOTRON,Manual,27497,1,Petrol,HR-51,11542,590399,Hariyana
Maruti,Maruti Alto K10,2012,LXI,Manual,59703,1,Petrol,DL-8C,4037,206499,Delhi
Mahindra,Mahindra KUV 100 NXT,2018,K2 D 6S,Manual,65179,1,Diesel,DL-10,8659,442899,Delhi
