Brand,Name,Year,Model,Transmission,Kms,Owner,Fuel Type,Registration,EMI,Price,State
Maruti,Maruti Alto,2020,VXI,Manual,19039,2,Petrol,DL-3C,7507,383999,Delhi
Maruti,Maruti Baleno,2020,DELTA 1.2 K12,Manual,20138,1,Petrol,DL-6C,14186,725599,Delhi
Honda,Honda WR-V,2017,1.2 i-VTEC VX MT,Manual,25767,1,Petrol,DL-10,14637,748699,Delhi
Hyundai,Hyundai Grand i10,2017,MAGNA 1.2 KAPPA VTVT,Manual,18128,1,Petrol,HR-26,9330,477220,Hariyana
Hyundai,Hyundai Grand i10,2018,SPORTZ 1.2 KAPPA VTVT,Manual,24576,2,Petrol,DL-12,10295,526599,Delhi
Hyundai,Hyundai Elite i20,2017,SPORTZ 1.2,Manual,85249,2,Petrol,UP-16,10708,547699,Uttar Pradesh
Maruti,Maruti IGNIS,2018,DELTA 1.2 K12,Manual,34337,1,Petrol,UP-85,8958,458199,Uttar Pradesh
Maruti,Maruti Baleno,2016,DELTA 1.2 K12,Manual,49602,1,Petrol,DL-8C,9720,497199,Delhi
Hyundai,Hyundai Verna,2020,SX(O) PETROL MT,Manual,12290,1,Petrol,DL-7C,25461,1355799,Delhi
Maruti,Maruti New  Wagon-R,2019,LXI CNG 1.0 L,Manual,26744,3,Petrol + CNG,DL-5C,10199,521699,Delhi
Maruti,Maruti Alto K10,2012,VXI,Manual,67374,1,Petrol,DL-9C,4254,217599,Delhi
Maruti,Maruti Wagon R 1.0,2018,VXI AMT,Automatic,24061,2,Petrol,DL-5C,9539,487899,Delhi
Tata,Tata NEXON,2019,XZ+ 1.2,Manual,30534,1,Petrol,DL-5C,15147,806599,Delhi
Maruti,Maruti Baleno,2019,DELTA 1.2 K12,Manual,26171,1,Petrol,HR-42,12956,662699,Hariyana
Maruti,Maruti Swift,2018,LXI,Manual,46801,1,Petrol,DL-4C,10023,512699,Delhi
Hyundai,Hyundai Elite i20,2015,ASTA 1.2,Manual,52391,1,Petrol,DL-8C,10975,561399,Delhi
Maruti,Maruti Baleno,2020,DELTA 1.2 K12,Manual,4484,1,Petrol,DL-10,14186,725599,Delhi
Maruti,Maruti Swift,2015,LXI,Manual,41311,2,Petrol,HR-51,8772,448699,Hariyana
Maruti,Maruti Ciaz,2021,ALPHA 1.5 MT VTVT SHVS,Manual,10032,1,Petrol,UP-14,19431,1034699,Uttar Pradesh
Maruti,Maruti Baleno,2019,DELTA 1.2 K12,Manual,46520,1,Petrol,DL-12,11851,606199,Delhi
Maruti,Maruti IGNIS,2018,ZETA 1.2 K12,Manual,45876,1,Petrol,DL-8C,9845,503599,Delhi
Maruti,Maruti Ciaz,2019,DELTA 1.5 SHVS VVT MT,Manual,29458,1,Petrol,UP-16,16092,856899,Uttar Pradesh
Maruti,Maruti Dzire,2020,VXI,Manual,15847,1,Petrol,HR-14,13728,702199,Hariyana
Hyundai,Hyundai Creta,2018,1.6 CRDI SX PLUS AUTO,Automatic,38406,1,Diesel,HR-26,23853,1270199,Hariyana
Maruti,Maruti Ciaz,2019,DELTA 1.5 SHVS VVT MT,Manual,20539,1,Petrol,DL-12,15354,817599,Delhi
Honda,Honda Jazz,2015,1.2 SV MT,Manual,66871,2,Petrol,HR-26,9181,469599,Hariyana
Hyundai,Hyundai Elite i20,2015,ASTA 1.2,Manual,40969,1,Petrol,DL-3C,11175,571599,Delhi
Hyundai,Hyundai GRAND I10 NIOS,2021,SPORTZ CNG MT,Manual,29011,1,Petrol + CNG,HR-15,15288,781999,Hariyana
Maruti,Maruti Wagon R 1.0,2018,LXI,Manual,18933,1,Petrol,DL-5C,8141,416399,Delhi
Maruti,Maruti Wagon R 1.0,2018,VXI,Manual,14072,1,Petrol,HR-87,9451,483399,Hariyana
Hyundai,Hyundai GRAND I10 NIOS,2021,SPORTZ CNG MT,Manual,33134,1,Petrol + CNG,HR-81,14753,754599,Hariyana
Maruti,Maruti Alto K10,2018,VXI,Manual,23827,1,Petrol,DL-3C,6893,352599,Delhi
Honda,Honda Jazz,2017,1.2 V AT,Automatic,73525,2,Petrol,DL-3C,12579,643399,Delhi
Hyundai,Hyundai i10,2012,SPORTZ 1.2 AT KAPPA2,Automatic,62860,2,Petrol,DL-10,6362,325399,Delhi
Tata,Tata Safari,2022,XT+2.0 KRYOTEC,Manual,6131,1,Diesel,HR-51,38225,2035499,Hariyana
Hyundai,Hyundai Elite i20,2019,1.2 SPORTS PLUS VTVT,Manual,49546,1,Petrol,DL-9C,13777,704699,Delhi
Maruti,Maruti Baleno,2018,DELTA 1.2 K12,Manual,20177,1,Petrol,HR-51,11947,611099,Hariyana
Maruti,Maruti Wagon R 1.0,2017,LXI,Manual,18705,1,Petrol,DL-9C,8193,419099,Delhi
Hyundai,Hyundai Elite i20,2017,ASTA 1.2 (O),Manual,60259,1,Petrol,UP-16,13417,686299,Uttar Pradesh
Honda,Honda Amaze,2014,1.2 EXMT I VTEC,Manual,85454,1,Petrol,DL-9C,7314,374099,Delhi
Maruti,Maruti Swift,2018,VXI OPT,Manual,31422,2,Petrol,HR-26,10088,515999,Hariyana
Maruti,Maruti Baleno,2016,DELTA 1.2 K12,Manual,50160,1,Petrol,DL-5C,10002,511599,Delhi
Hyundai,Hyundai Xcent,2014,BASE 1.2,Manual,88737,2,Petrol,HR-26,7304,373599,Hariyana
Maruti,Maruti Alto,2019,LXI,Manual,71318,1,Petrol,UP-32,5683,290699,Uttar Pradesh
Tata,Tata Harrier,2021,XZ 2.0L Kryotec,Manual,10391,1,Diesel,HR-10,34962,1861749,Hariyana
Maruti,Maruti Dzire,2017,VXI,Manual,26426,1,Petrol,DL-6C,12315,629899,Delhi
Maruti,Maruti Alto 800,2017,LXI,Manual,37367,1,Petrol,DL-2C,6313,322899,Delhi
Hyundai,Hyundai Creta,2018,1.6 SX AT CRDI,Automatic,39372,1,Diesel,HR-26,23770,1265799,Hariyana
Maruti,Maruti Wagon R 1.0,2018,VXI,Manual,43404,1,Petrol,DL-6C,8274,423199,Delhi
Maruti,Maruti XL6,2019,ALPHA SHVS  MT,Manual,15499,1,Petrol,DL-10,20278,1079799,Delhi
Hyundai,Hyundai Grand i10,2014,MAGNA 1.2 VTVT,Manual,66283,1,Petrol,UP-14,7296,373199,Uttar Pradesh
Volkswagen,Volkswagen Vento,2021,COMFORTLINE 1.0 TSI MT,Manual,13265,1,Petrol,DL-7C,15838,843399,Delhi
Maruti,Maruti Alto K10,2015,LXI CNG,Manual,74103,1,Petrol + CNG,DL-9C,6039,308899,Delhi
Hyundai,Hyundai NEW SANTRO,2019,1.1 SPORTS AMT,Automatic,69952,1,Petrol,DL-8C,9666,494399,Delhi
Tata,Tata ALTROZ,2020,XZ 1.2,Manual,26416,1,Petrol,DL-9C,15318,783499,Delhi
Hyundai,Hyundai Creta,2015,1.6 S,Manual,49818,1,Petrol,DL-1C,15273,781199,Delhi
Hyundai,Hyundai Grand i10,2017,ASTA 1.2 (O) VTVT,Manual,49463,3,Petrol,UP-14,8291,424099,Uttar Pradesh
Maruti,Maruti Dzire,2017,VXI,Manual,21503,1,Petrol,HR-29,12060,616899,Hariyana
Maruti,Maruti Baleno,2016,DELTA 1.2 K12,Manual,51070,1,Petrol,DL-8C,10098,516499,Delhi
Maruti,Maruti Swift,2015,VXI,Manual,34436,1,Petrol,DL-1C,8319,425499,Delhi
Hyundai,Hyundai Eon,2015,MAGNA PLUS,Manual,46402,1,Petrol,DL-8C,5501,281399,Delhi
Toyota,Toyota Corolla Altis,2017,GL,Manual,44929,2,Petrol,DL-10,22963,1222799,Delhi
Renault,Renault Duster,2022,RXZ 1.3 TURBO MT,Manual,7069,1,Petrol,HR-98,24638,1311999,Hariyana
Renault,Renault Duster,2021,RXZ CVT 1.3 TURBO,Automatic,10821,1,Petrol,DL-7C,27010,1438299,Delhi
Honda,Honda WR-V,2018,1.5 i-DTEC VX MT,Manual,64774,1,Diesel,UP-16,14098,721099,Uttar Pradesh
Tata,Tata NEXON,2021,XZA + 1.2 PETROL A/T,Automatic,17742,1,Petrol,DL-3C,19829,1055899,Delhi
Maruti,Maruti Baleno,2019,DELTA 1.2 K12,Manual,25853,1,Petrol,HR-26,12393,633899,Hariyana
Maruti,Maruti Baleno,2018,DELTA 1.2 K12,Manual,35016,1,Petrol,DL-8C,10657,545099,Delhi
Honda,Honda Jazz,2017,1.2 V AT,Automatic,26995,1,Petrol,DL-3C,13431,686999,Delhi
Hyundai,Hyundai Grand i10,2017,SPORTZ O 1.2,Manual,43049,2,Petrol,DL-8C,8674,443699,Delhi
Hyundai,Hyundai Verna,2013,FLUIDIC 1.6 SX VTVT OPT,Manual,48976,1,Petrol,DL-12,10145,518899,Delhi
Maruti,Maruti Baleno,2018,DELTA 1.2 K12,Manual,39903,2,Petrol,DL-7C,10590,541699,Delhi
Maruti,Maruti Baleno,2018,ZETA 1.2 K12,Manual,36411,1,Petrol,HR-26,12381,633299,Hariyana
Hyundai,Hyundai Verna,2016,FLUIDIC 1.6 VTVT S,Manual,75875,1,Petrol,UP-32,12379,633199,Uttar Pradesh
Hyundai,Hyundai Grand i10,2015,ASTA 1.2 KAPPA VTVT OPT,Manual,84475,1,Petrol,HR-26,8420,430699,Hariyana
Maruti,Maruti Alto K10,2017,VXI,Manual,66997,1,Petrol,HR-29,6604,337799,Hariyana
Hyundai,Hyundai Verna,2014,FLUIDIC 1.4 VTVT,Manual,70528,2,Petrol,DL-12,9056,463199,Delhi
Hyundai,Hyundai Elite i20,2019,1.2 MAGNA PLUS VTVT,Manual,22372,1,Petrol,UP-13,13437,687299,Uttar Pradesh
Maruti,Maruti Baleno,2020,DELTA 1.2 K12,Manual,20059,1,Petrol,HR-26,14092,720799,Hariyana
Maruti,Maruti Alto K10,2019,VXI,Manual,17543,1,Petrol,DL-1C,8102,414399,Delhi
Maruti,Maruti IGNIS,2017,DELTA 1.2 K12 AMT,Automatic,28410,1,Petrol,UP-15,10475,535799,Uttar Pradesh
Maruti,Maruti Celerio,2018,VXI CNG,Manual,99421,1,Petrol + CNG,DL-1C,9290,475199,Delhi
Hyundai,Hyundai Grand i10,2014,SPORTZ 1.2 KAPPA VTVT,Manual,63096,1,Petrol,HR-29,7802,399099,Hariyana
Maruti,Maruti Baleno,2021,ZETA 1.2 K12 CVT,Automatic,14602,1,Petrol,HR-98,17228,917399,Hariyana
Hyundai,Hyundai VENUE,2020,1.0 turbo GDI IMT SX O,Manual,15028,1,Petrol,DL-5C,19463,1036399,Delhi
Maruti,Maruti Alto 800,2019,VXI,Manual,14103,1,Petrol,HR-51,6661,340699,Hariyana
Maruti,Maruti Alto K10,2017,VXI AMT,Automatic,67975,1,Petrol,HR-16,6027,308299,Hariyana
Hyundai,Hyundai Grand i10,2018,SPORTZ O 1.2,Manual,31410,1,Petrol,DL-11,9726,497499,Delhi
Maruti,Maruti Swift,2018,LXI,Manual,42580,1,Petrol,DL-3C,9789,500699,Delhi
Honda,Honda WR-V,2020,1.5 i-DTEC VX MT,Manual,59848,1,Diesel,HR-10,19534,1040199,Hariyana
Maruti,Maruti Ciaz,2015,VXI PLUS,Manual,89252,1,Petrol,UP-14,9877,505199,Uttar Pradesh
Maruti,Maruti Swift,2015,VXI,Manual,60643,1,Petrol,DL-14,8123,415499,Delhi
Hyundai,Hyundai Elite i20,2015,SPORTZ 1.2,Manual,85812,1,Petrol,DL-9C,9650,493599,Delhi
Maruti,Maruti Swift,2018,LXI,Manual,39759,2,Petrol,HR-35,9864,504549,Hariyana
Hyundai,Hyundai Elite i20,2017,SPORTZ 1.2,Manual,37323,1,Petrol,DL-8C,11691,597999,Delhi
Maruti,Maruti Alto 800,2017,VXI,Manual,45286,1,Petrol,UP-14,6211,317699,Uttar Pradesh
Hyundai,Hyundai Grand i10,2017,MAGNA 1.2 VTVT,Manual,18042,1,Petrol,DL-8C,9382,479899,Delhi
Mahindra,Mahindra Scorpio,2018,S7 120 BHP 2WD,Manual,42679,1,Diesel,UP-72,18439,981899,Uttar Pradesh
Mahindra,Mahindra Thar,2021,LX D 4*4 MT HT,Manual,6962,1,Diesel,HR-26,31975,1702699,Hariyana
Ford,Ford Ecosport,2019,1.5 TITANIUM TI VCT,Manual,14294,1,Petrol,DL-2C,15893,846299,Delhi
Maruti,Maruti Baleno,2016,DELTA 1.2 K12,Manual,48599,1,Petrol,DL-2C,10208,522119,Delhi
Maruti,Maruti Swift,2018,LXI,Manual,33878,1,Petrol,DL-3C,10661,545299,Delhi
Renault,Renault TRIBER,2019,RXE MT PETROL,Manual,12365,1,Petrol,DL-3C,9953,509099,Delhi
Hyundai,Hyundai NEW SANTRO,2021,SPORTZ EXECUTIVE CNG,Manual,78034,1,Petrol + CNG,HR-36,12035,615599,Hariyana
Hyundai,Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT,Manual,68436,1,Petrol,HR-26,8373,428299,Hariyana
Maruti,Maruti Ciaz,2015,ZXI,Manual,70882,1,Petrol,HR-26,11202,572999,Hariyana
Maruti,Maruti Swift,2014,VXI,Manual,79066,1,Petrol,DL-4C,7670,392299,Delhi
Hyundai,Hyundai GRAND I10 NIOS,2019,SPORTZ PETROL,Manual,40611,1,Petrol,HR-26,11976,612599,Hariyana
Hyundai,Hyundai Creta,2016,1.6 S,Manual,19702,2,Petrol,DL-1C,16445,875699,Delhi
Hyundai,Hyundai Creta,2018,1.6 E + VTVT,Manual,64753,1,Petrol,DL-5C,16640,886099,Delhi
Hyundai,Hyundai Verna,2016,FLUIDIC 1.6 VTVT S AT,Automatic,93496,1,Petrol,HR-03,13886,710299,Hariyana
Maruti,Maruti Swift,2015,VXI,Manual,62969,1,Petrol,UP-80,7689,393299,Uttar Pradesh
Hyundai,Hyundai Elite i20,2018,ASTA 1.2 (O),Manual,88155,1,Petrol,DL-7C,12356,631999,Delhi
Hyundai,Hyundai Grand i10,2016,MAGNA 1.2 KAPPA VTVT,Manual,72477,1,Petrol,HR-10,8489,434199,Hariyana
Maruti,Maruti Vitara Brezza,2020,VXI,Manual,13779,1,Petrol,DL-12,15988,851399,Delhi
Tata,Tata NEXON,2021,XZ+ 1.5,Manual,7082,1,Diesel,UP-16,21876,1164899,Uttar Pradesh
Hyundai,Hyundai Elite i20,2016,SPORTZ 1.2,Manual,41469,2,Petrol,DL-8C,10692,546899,Delhi
Maruti,Maruti Ertiga,2019,ZXI Plus SHVS,Manual,20426,1,Petrol,DL-6C,18649,993099,Delhi
Mahindra,Mahindra Scorpio,2021,S11,Manual,14445,2,Diesel,UP-44,33550,1786599,Uttar Pradesh
Hyundai,Hyundai Creta,2018,1.6 SX AT CRDI,Automatic,40671,2,Diesel,HR-51,24629,1311499,Hariyana
Maruti,Maruti Alto,2021,VXI,Manual,1791,1,Petrol,UP-14,8064,412499,Uttar Pradesh
Maruti,Maruti Vitara Brezza,2019,ZDI,Manual,22050,1,Diesel,UP-14,16580,882899,Uttar Pradesh
Hyundai,Hyundai i10,2015,SPORTZ 1.1 IRDE2,Manual,42141,2,Petrol,HR-26,7056,360899,Hariyana
Maruti,Maruti Vitara Brezza,2020,ZXI+ DUAL TONE,Manual,28347,1,Petrol,UP-53,17904,953399,Uttar Pradesh
Maruti,Maruti Alto K10,2018,VXI,Manual,40324,1,Petrol,DL-5C,7212,368899,Delhi
Ford,Ford Ecosport,2017,1.5 TITANIUM TI VCT AT,Automatic,39340,2,Petrol,HR-29,13638,697599,Hariyana
Hyundai,Hyundai Elite i20,2017,SPORTZ 1.2,Manual,41544,1,Petrol,HR-78,11779,602499,Hariyana
Maruti,Maruti Alto 800,2016,VXI,Manual,42586,1,Petrol,UP-16,5863,299899,Uttar Pradesh
Hyundai,Hyundai Grand i10,2015,SPORTZ 1.2 KAPPA VTVT,Manual,53512,1,Petrol,UP-14,7974,407849,Uttar Pradesh
Maruti,Maruti Baleno,2016,DELTA 1.2 K12,Manual,45729,1,Petrol,DL-14,10211,522299,Delhi
Maruti,Maruti Swift,2017,VXI,Manual,14307,1,Petrol,HR-10,10803,552599,Hariyana
Toyota,Toyota Corolla Altis,2017,G AT,Automatic,75764,1,Petrol,DL-10,24863,1323999,Delhi
Maruti,Maruti Dzire,2018,VXI AMT,Automatic,42365,1,Petrol,DL-9C,12321,630199,Delhi
Hyundai,Hyundai Creta,2018,1.6 SX CRDI,Manual,41223,1,Diesel,DL-3C,17881,952199,Delhi
Hyundai,Hyundai Elite i20,2019,1.2 MAGNA PLUS VTVT,Manual,33034,1,Petrol,DL-12,12731,651199,Delhi
Hyundai,Hyundai Grand i10,2016,MAGNA 1.2 KAPPA VTVT,Manual,74938,1,Petrol,DL-1C,8860,453199,Delhi
Hyundai,Hyundai VENUE,2021,S MT 1.2 KAPPA,Manual,6005,1,Petrol,UP-85,17547,934399,Uttar Pradesh
Ford,Ford Ecosport,2017,1.5 AMBIENTE TDCI,Manual,107067,1,Diesel,DL-12,9904,506599,Delhi
Honda,Honda WR-V,2019,1.2 i-VTEC VX MT,Manual,38216,2,Petrol,UP-85,15431,789299,Uttar Pradesh
Maruti,Maruti Alto 800,2017,VXI,Manual,18229,1,Petrol,HR-36,6364,325499,Hariyana
Maruti,Maruti XL6,2020,ALPHA SHVS  MT,Manual,70925,1,Petrol,DL-12,17196,915699,Delhi
Maruti,Maruti Vitara Brezza,2021,ZXI +,Manual,9715,1,Petrol,DL-2C,18176,967899,Delhi
Maruti,Maruti Ciaz,2017,ALPHA 1.3 DDIS SHVS,Manual,59898,2,Diesel,HR-26,13417,686299,Hariyana
Maruti,Maruti Alto 800,2019,LXI,Manual,8469,1,Petrol,DL-3C,6698,342599,Delhi
Maruti,Maruti Vitara Brezza,2018,ZDI + AMT,Automatic,31812,2,Diesel,HR-51,17632,938899,Hariyana
Maruti,Maruti Swift,2018,VXI,Manual,93871,1,Petrol,DL-2C,9930,507899,Delhi
Maruti,Maruti Wagon R 1.0,2018,LXI,Manual,20567,1,Petrol,DL-3C,8700,444999,Delhi
Maruti,Maruti IGNIS,2018,DELTA 1.2 K12,Manual,92618,1,Petrol,DL-2C,9523,487099,Delhi
Maruti,Maruti Baleno,2016,DELTA 1.2 K12,Manual,22763,1,Petrol,DL-8C,10496,536899,Delhi
Maruti,Maruti Alto 800,2018,LXI,Manual,29741,1,Petrol,DL-3C,6199,317099,Delhi
Maruti,Maruti S PRESSO,2021,VXI,Manual,12349,1,Petrol,DL-1C,8584,439099,Delhi
Honda,Honda BR-V,2018,1.5 i- DTEC S,Manual,38362,1,Diesel,HR-51,17684,941699,Hariyana
Maruti,Maruti Swift,2018,VXI,Manual,53917,1,Petrol,DL-3C,10539,539099,Delhi
Maruti,Maruti S PRESSO,2020,VXI CNG,Manual,64776,1,Petrol + CNG,HR-19,8127,415699,Hariyana
Maruti,Maruti Alto,2021,VXI,Manual,2132,1,Petrol,DL-1C,7910,404599,Delhi
Hyundai,Hyundai Elite i20,2017,SPORTZ 1.2,Manual,47168,1,Petrol,UP-15,11494,587899,Uttar Pradesh
Honda,Honda Amaze,2018,1.5 V CVT I-DTEC,Automatic,70270,2,Diesel,DL-10,12489,638799,Delhi
Hyundai,Hyundai Creta,2018,1.6 SX CRDI,Manual,77443,1,Diesel,HR-79,18056,961499,Hariyana
Maruti,Maruti Baleno,2017,ZETA 1.2 K12,Manual,47400,2,Petrol,HR-26,10178,520599,Hariyana
Maruti,Maruti Alto 800,2016,LXI,Manual,25105,1,Petrol,HR-26,5926,303099,Hariyana
Maruti,Maruti Baleno,2020,DELTA 1.2 K12,Manual,21853,1,Petrol,DL-14,13759,703799,Delhi
Maruti,Maruti Ciaz,2018,ALPHA 1.3 DDIS SHVS,Manual,82500,2,Diesel,HR-26,13904,711199,Hariyana
Hyundai,Hyundai Creta,2018,1.6 S AT CRDI,Automatic,40644,1,Diesel,HR-51,19014,1012499,Hariyana
Maruti,Maruti Dzire,2019,ZXI AMT,Automatic,31076,1,Petrol,UP-14,14286,730749,Uttar Pradesh
Maruti,Maruti Dzire,2019,VXI,Manual,18604,1,Petrol,DL-6C,14019,717099,Delhi
Maruti,Maruti Baleno,2018,DELTA 1.2 K12,Manual,51337,1,Petrol,DL-9C,10561,540199,Delhi
Hyundai,Hyundai Creta,2018,1.6 E + VTVT,Manual,23571,1,Petrol,DL-4C,18582,989499,Delhi
Hyundai,Hyundai Elite i20,2018,Magna Executive 1.2,Manual,44619,2,Petrol,DL-12,11206,573199,Delhi
Maruti,Maruti Baleno,2019,DELTA 1.2 K12,Manual,25639,1,Petrol,HR-26,12391,633799,Hariyana
Datsun,Datsun Redi Go,2019,A,Manual,21787,1,Petrol,DL-9C,5898,301699,Delhi
Honda,Honda Jazz,2016,1.2 V AT,Automatic,62041,1,Petrol,DL-9C,10618,543099,Delhi
Maruti,Maruti Baleno,2018,DELTA 1.2 K12,Manual,50893,1,Petrol,HR-26,10784,551599,Hariyana
Tata,Tata NEXON,2018,XMA 1.5,Manual,78374,1,Diesel,UP-14,14544,743949,Uttar Pradesh
Tata,Tata NEXON,2022,XZ+ 1.5,Manual,10412,1,Diesel,HR-26,22672,1207299,Hariyana
Hyundai,Hyundai Grand i10,2019,MAGNA 1.2 KAPPA VTVT,Manual,43686,1,Petrol + CNG,HR-83,10178,520599,Hariyana
Volkswagen,Volkswagen Vento,2021,COMFORTLINE 1.0 TSI MT,Manual,16336,1,Petrol,HR-26,18540,987299,Hariyana
Honda,Honda WR-V,2018,1.2 i-VTEC VX MT,Manual,38264,2,Petrol,HR-26,14108,721649,Hariyana
Renault,Renault Duster,2021,RXZ CVT 1.3 TURBO,Automatic,10233,1,Petrol,HR-36,27526,1465799,Hariyana
Maruti,Maruti Alto 800,2019,VXI,Manual,13749,1,Petrol,DL-1C,7167,366599,Delhi
Maruti,Maruti Alto 800,2017,LXI,Manual,20364,1,Petrol,DL-5C,6027,308299,Delhi
Renault,Renault TRIBER,2021,RXZ AT,Automatic,10682,1,Petrol,DL-12,14604,746999,Delhi
Maruti,Maruti XL6,2019,ALPHA SHVS  MT,Manual,57244,1,Petrol,HR-51,18026,959899,Hariyana
Mahindra,Mahindra Thar,2021,LX D 4*4 MT HT,Manual,42608,1,Diesel,HR-36,29124,1550899,Hariyana
Maruti,Maruti Celerio,2018,VXI CNG OPT,Manual,57050,2,Petrol + CNG,DL-9C,8921,456299,Delhi
Maruti,Maruti Baleno,2020,DELTA 1.2 K12,Manual,28613,1,Petrol,HR-26,13888,710399,Hariyana
Toyota,Toyota Etios Liva,2019,V,Manual,31645,1,Petrol,DL-14,9699,496099,Delhi
Maruti,Maruti Baleno,2021,ZETA 1.2 K12 CVT,Automatic,9468,1,Petrol,DL-10,17817,948799,Delhi
Tata,Tata Hexa,2018,Varicor 400 XMA,Automatic,76644,1,Diesel,DL-7C,20405,1086599,Delhi
Maruti,Maruti Alto,2021,LXI CNG,Manual,21829,1,Petrol + CNG,HR-10,9523,487099,Hariyana
Maruti,Maruti Alto K10,2018,VXI,Manual,23179,1,Petrol,UP-14,7630,390299,Uttar Pradesh
Renault,Renault Kwid,2021,RXL,Manual,25223,2,Petrol,TS-04,8416,430499,Telangana
Hyundai,Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT,Manual,11662,2,Petrol,AP-05,8790,449599,Andhra Pradesh
Maruti,Maruti Alto 800,2013,VXI,Manual,13710,1,Petrol,AP-29,4907,250999,Andhra Pradesh
Maruti,Maruti Swift,2019,LXI,Manual,35103,1,Petrol,TS-13,10876,556299,Telangana
Maruti,Maruti Swift,2021,VXI,Manual,82666,1,Petrol,TS-12,13001,664999,Telangana
Hyundai,Hyundai i10,2012,MAGNA 1.2 KAPPA2,Manual,52158,1,Petrol,AP-28,5797,296499,Andhra Pradesh
Hyundai,Hyundai Santro Xing,2012,GLS,Manual,45451,1,Petrol,AP-29,5720,292599,Andhra Pradesh
Maruti,Maruti Alto 800,2013,LXI,Manual,32345,2,Petrol,AP-13,5169,264399,Andhra Pradesh
Maruti,Maruti Swift,2017,VXI,Manual,11544,1,Petrol,TS-13,11363,581199,Telangana
Maruti,Maruti Swift,2020,VXI,Manual,10056,2,Petrol,AP-39,12624,645699,Andhra Pradesh
Hyundai,Hyundai i10,2011,MAGNA 1.2 KAPPA2,Manual,80045,1,Petrol,AP-28,5734,293299,Andhra Pradesh
Maruti,Maruti Swift,2020,VXI,Manual,56150,2,Petrol,AP-39,12322,630299,Andhra Pradesh
Maruti,Maruti Alto 800,2014,LXI,Manual,33431,1,Petrol,AP-10,5437,278099,Andhra Pradesh
Renault,Renault Kwid,2019,RXL,Manual,39109,1,Petrol,TS-12,7078,362049,Telangana
Volkswagen,Volkswagen Polo,2019,Trendline 1.0 L Petrol,Manual,17054,1,Petrol,TS-07,11447,585499,Telangana
Renault,Renault Kwid,2019,RXL,Manual,11227,1,Petrol,TS-03,7734,395599,Telangana
Hyundai,Hyundai i10,2012,SPORTZ 1.2 AT KAPPA2,Automatic,72233,3,Petrol,AP-09,7447,380899,Andhra Pradesh
Hyundai,Hyundai i10,2012,SPORTZ 1.2 AT KAPPA2,Automatic,72561,1,Petrol,AP-28,7384,377699,Andhra Pradesh
Maruti,Maruti Alto 800,2012,LXI,Manual,37784,2,Petrol,AP-09,4983,254899,Andhra Pradesh
Hyundai,Hyundai i10,2012,SPORTZ 1.2 AT KAPPA2,Automatic,46988,2,Petrol,AP-28,7580,387699,Andhra Pradesh
Maruti,Maruti Celerio,2017,ZXI,Manual,78507,2,Petrol,TS-08,8401,429699,Telangana
Maruti,Maruti Swift,2019,VXI AMT,Automatic,38989,2,Petrol,TS-07,13449,687899,Telangana
Hyundai,Hyundai i10,2012,SPORTZ 1.2 AT KAPPA2,Automatic,68072,2,Petrol,AP-29,7263,371499,Andhra Pradesh
Maruti,Maruti Swift,2015,VDI ABS,Manual,89068,2,Diesel,AP-16,10276,525599,Andhra Pradesh
Maruti,Maruti Swift,2021,VXI,Manual,45332,1,Petrol,TS-08,13744,702999,Telangana
Hyundai,Hyundai i10,2012,SPORTZ 1.2 AT KAPPA2,Automatic,54545,2,Petrol,AP-28,7638,390699,Andhra Pradesh
Maruti,Maruti Alto 800,2014,LXI,Manual,62787,1,Petrol,TS-11,4864,248799,Telangana
Maruti,Maruti Ertiga,2019,VXI SMART HYBRID AT,Automatic,78779,2,Petrol,TS-07,16336,869899,Telangana
Maruti,Maruti Alto,2012,LXI,Manual,41338,2,Petrol,AP-12,4207,215199,Andhra Pradesh
Tata,Tata TIGOR,2021,XZ PLUS 1.2 REVOTRON,Manual,16667,1,Petrol,TS-08,14414,737299,Telangana
Maruti,Maruti Swift,2014,VXI,Manual,54514,3,Petrol,AP-16,8756,447849,Andhra Pradesh
Hyundai,Hyundai Creta,2016,1.6 SX (O) CRDI,Manual,60076,1,Diesel,TS-07,20790,1107099,Telangana
Maruti,Maruti Alto 800,2013,LXI,Manual,50657,1,Petrol,AP-13,5314,271799,Andhra Pradesh
Renault,Renault Kwid,2019,RXT 1.0 EASY-R  AT,Automatic,12980,1,Petrol,TS-07,8925,456499,Telangana
Renault,Renault Kwid,2016,1.0 RXT,Manual,29404,2,Petrol,TS-09,6440,329399,Telangana
Maruti,Maruti Alto 800,2013,LXI,Manual,45364,1,Petrol,AP-15,5062,258899,Andhra Pradesh
Maruti,Maruti Alto 800,2015,LXI,Manual,69091,1,Petrol,AP-37,5249,268499,Andhra Pradesh
Hyundai,Hyundai i10,2013,MAGNA 1.2 KAPPA2,Manual,66011,2,Petrol,AP-23,7736,395699,Andhra Pradesh
Maruti,Maruti Swift Dzire,2015,VDI,Manual,95976,1,Diesel,TS-07,11499,588199,Telangana
Maruti,Maruti Wagon R 1.0,2011,LXI,Manual,26093,1,Petrol,AP-09,5754,294299,Andhra Pradesh
